2,29493,1827,0,0,0,0,0
5,165474,8091,522,0,0,0,0
10,493029,191835,54549,11484,1305,0,0
15,805185,577071,227331,48024,5220,0,0
20,882441,602388,268569,76734,11745,783,0
25,704178,280836,49329,3654,0,0,0
30,216108,47763,2349,0,0,0,0
34,36540,2088,0,0,0,0,0
40,2088,0,0,0,0,0,0
45,261,0,0,0,0,0,0
50,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0
